timestamp,station_id,sensor_tag
2025-07-06T05:30:00,39,T
2025-07-06T07:04:00,33,P
2025-07-06T07:07:00,36,P
2025-07-06T07:10:00,39,T
2025-07-06T07:38:00,67,P
2025-07-06T08:14:00,3,H
2025-07-06T08:44:00,33,P
2025-07-06T08:47:00,36,P
2025-07-06T09:18:00,67,P
2025-07-06T09:54:00,3,H
2025-07-06T11:21:00,90,P
2025-07-06T13:01:00,90,P
2025-07-06T14:01:00,50,P
2025-07-06T15:04:00,13,H
2025-07-06T15:41:00,50,P
2025-07-06T16:44:00,13,H
2025-07-06T21:40:00,9,H
2025-07-06T23:20:00,9,H
2025-07-07T01:20:00,29,H
2025-07-07T03:00:00,29,H
2025-07-07T09:02:00,91,T
2025-07-07T10:42:00,91,T
2025-07-07T13:48:00,77,T
2025-07-07T15:28:00,77,T
2025-07-07T18:43:00,72,H
2025-07-07T20:23:00,72,H
2025-07-07T21:21:00,30,T
2025-07-07T23:01:00,30,T
2025-07-07T23:14:00,43,T
2025-07-07T23:42:00,71,T
2025-07-08T00:10:00,99,T
2025-07-08T00:54:00,43,T
2025-07-08T01:22:00,71,T
2025-07-08T01:50:00,99,T
2025-07-08T04:16:00,45,P
2025-07-08T04:55:00,84,T
2025-07-08T05:06:00,95,P
2025-07-08T05:56:00,45,P
2025-07-08T06:35:00,84,T
2025-07-08T06:46:00,95,P
2025-07-08T06:49:00,98,H
2025-07-08T08:29:00,98,H
2025-07-08T11:20:00,69,P
2025-07-08T18:38:00,7,T
2025-07-08T20:18:00,7,T
2025-07-08T20:22:00,11,H
2025-07-08T22:02:00,11,H
2025-07-08T22:36:00,45,H
2025-07-09T00:05:00,34,P
2025-07-09T00:16:00,45,H
2025-07-09T01:45:00,34,P
2025-07-09T02:16:00,65,H
2025-07-09T03:56:00,65,H
2025-07-09T08:39:00,48,P
2025-07-09T09:01:00,70,H
2025-07-09T09:06:00,75,P
2025-07-09T09:51:00,20,T
2025-07-09T10:19:00,48,P
2025-07-09T10:41:00,70,H
2025-07-09T10:46:00,75,P
2025-07-09T11:31:00,20,T
2025-07-09T15:45:00,74,P
2025-07-09T16:43:00,32,P
2025-07-10T00:43:00,12,T
2025-07-10T01:22:00,51,P
2025-07-10T02:23:00,12,T
2025-07-10T03:02:00,51,P
2025-07-10T05:26:00,95,P
2025-07-10T07:06:00,95,P
2025-07-10T08:30:00,79,H
2025-07-10T09:06:00,15,P
2025-07-10T10:10:00,79,H
2025-07-10T10:46:00,15,P
2025-07-10T15:32:00,1,H
2025-07-10T15:54:00,23,T
2025-07-10T17:12:00,1,H
2025-07-10T17:34:00,23,T
2025-07-10T23:09:00,58,H
2025-07-11T00:49:00,58,H
2025-07-11T01:59:00,28,H
2025-07-11T03:39:00,28,H
2025-07-11T04:09:00,58,T
2025-07-11T05:49:00,58,T
2025-07-11T06:52:00,21,H
2025-07-11T08:18:00,7,T
2025-07-11T08:32:00,21,H
2025-07-11T08:38:00,27,P
2025-07-11T09:58:00,7,T
2025-07-11T10:18:00,27,P
2025-07-11T13:02:00,91,P
2025-07-11T14:42:00,91,P
2025-07-11T17:47:00,76,H
2025-07-11T19:27:00,76,H
2025-07-11T19:58:00,7,P
2025-07-11T21:38:00,7,P
2025-07-12T00:02:00,51,T
2025-07-12T01:42:00,51,T
2025-07-12T08:05:00,34,P
2025-07-12T12:38:00,7,T
2025-07-12T14:18:00,7,T
2025-07-12T16:34:00,43,H
2025-07-12T16:50:00,59,P
2025-07-12T18:14:00,43,HP
2025-07-12T19:54:00,43,P
2025-07-12T20:38:00,87,P
2025-07-12T20:56:00,5,P
2025-07-12T21:01:00,10,T
2025-07-12T21:25:00,34,T
2025-07-12T22:18:00,87,P
2025-07-12T22:36:00,5,P
2025-07-12T22:41:00,10,T
2025-07-12T22:49:00,18,H
2025-07-12T23:05:00,34,T
2025-07-13T00:29:00,18,H
2025-07-13T00:34:00,23,T
2025-07-13T02:14:00,23,T
2025-07-13T08:43:00,12,P
2025-07-13T10:23:00,12,P
2025-07-13T20:11:00,0,P
2025-07-13T20:13:00,2,T
2025-07-13T21:53:00,2,T
2025-07-13T23:00:00,69,P
2025-07-14T00:37:00,66,H
2025-07-14T00:40:00,69,P
2025-07-14T02:17:00,66,H
2025-07-14T07:01:00,50,H
2025-07-14T08:41:00,50,H
2025-07-14T09:41:00,10,T
2025-07-14T10:54:00,83,T
2025-07-14T11:14:00,3,H
2025-07-14T11:21:00,10,T
2025-07-14T12:34:00,83,T
2025-07-14T12:54:00,3,H
2025-07-14T15:57:00,86,H
2025-07-14T17:37:00,86,H
2025-07-14T19:58:00,27,T
2025-07-14T20:29:00,58,T
2025-07-14T21:38:00,27,T
2025-07-14T22:09:00,58,T
2025-07-14T22:45:00,94,T
2025-07-15T00:05:00,74,P
2025-07-15T00:25:00,94,T
2025-07-15T01:45:00,74,P
2025-07-15T06:54:00,83,T
2025-07-15T08:34:00,83,T
2025-07-15T11:55:00,84,T
2025-07-15T13:35:00,84,T
2025-07-15T16:12:00,41,P
2025-07-15T16:20:00,49,H
2025-07-15T17:52:00,41,P
2025-07-15T18:00:00,49,H
2025-07-15T18:55:00,4,T
