timestamp,station_id,region,temperature,humidity,pressure,t_prev,h_prev,p_prev,is_anom
2025-07-16T20:50:00.000,4,Sul,23.1,74.0,1014.73,17.93,75.1,1015.24,true
2025-07-16T22:30:00.000,4,Sul,18.24,74.7,1014.97,23.1,74.0,1014.73,true
2025-08-24T14:50:00.000,4,Sul,18.18,100.0,1014.57,18.07,74.1,1014.53,true
2025-08-24T16:30:00.000,4,Sul,17.97,74.8,1014.52,18.18,100.0,1014.57,true
2025-09-07T13:50:00.000,4,Sul,18.22,100.0,1014.52,18.13,74.5,1015.15,true
2025-09-07T15:30:00.000,4,Sul,18.25,74.9,1013.78,18.22,100.0,1014.52,true
2025-09-25T13:30:00.000,4,Sul,18.01,74.8,1008.4,18.01,74.9,1014.35,true
2025-09-25T15:10:00.000,4,Sul,18.07,75.4,1014.13,18.01,74.8,1008.4,true
2025-09-26T17:50:00.000,4,Sul,13.32,74.7,1014.65,18.02,75.1,1014.21,true
2025-09-26T19:30:00.000,4,Sul,18.22,74.9,1013.55,13.32,74.7,1014.65,true
2025-10-05T06:50:00.000,4,Sul,12.92,75.0,1014.29,18.2,74.8,1014.81,true
2025-10-05T08:30:00.000,4,Sul,17.98,74.4,1015.01,12.92,75.0,1014.29,true
2025-10-10T03:30:00.000,4,Sul,18.12,100.0,1014.87,18.32,74.7,1014.45,true
2025-10-10T05:10:00.000,4,Sul,18.1,74.5,1013.75,18.12,100.0,1014.87,true
2025-10-23T21:30:00.000,4,Sul,13.21,75.0,1014.83,18.12,75.1,1014.89,true
2025-10-23T23:10:00.000,4,Sul,18.16,74.6,1014.6,13.21,75.0,1014.83,true
2025-11-02T09:50:00.000,4,Sul,13.13,74.8,1014.19,18.26,75.0,1014.68,true
2025-11-02T11:30:00.000,4,Sul,18.17,74.8,1015.36,13.13,74.8,1014.19,true
2025-11-03T04:10:00.000,4,Sul,13.29,74.5,1014.64,17.91,75.1,1014.44,true
2025-11-03T05:50:00.000,4,Sul,18.07,74.9,1014.55,13.29,74.5,1014.64,true
2025-11-27T23:10:00.000,4,Sul,17.99,100.0,1014.45,18.13,74.9,1015.61,true
2025-11-28T00:50:00.000,4,Sul,18.13,74.6,1013.98,17.99,100.0,1014.45,true
2025-11-29T01:50:00.000,4,Sul,18.18,0.0,1015.22,18.15,75.2,1013.63,true
2025-11-29T03:30:00.000,4,Sul,18.0,75.2,1014.07,18.18,0.0,1015.22,true
2026-02-17T00:10:00.000,4,Sul,18.11,100.0,1015.2,17.98,75.0,1014.88,true
2026-02-17T01:50:00.000,4,Sul,18.07,74.6,1014.25,18.11,100.0,1015.2,true
2026-02-28T02:50:00.000,4,Sul,18.01,0.0,1014.42,18.19,74.7,1014.6,true
2026-02-28T04:30:00.000,4,Sul,18.03,74.5,1013.97,18.01,0.0,1014.42,true
2026-03-07T01:30:00.000,4,Sul,18.12,74.6,1020.85,18.16,74.3,1014.08,true
2026-03-07T03:10:00.000,4,Sul,18.05,74.8,1014.72,18.12,74.6,1020.85,true
2026-04-09T22:50:00.000,4,Sul,18.14,74.7,1008.34,18.07,75.0,1013.74,true
2026-04-10T00:30:00.000,4,Sul,18.22,74.3,1014.32,18.14,74.7,1008.34,true
2026-04-28T23:30:00.000,4,Sul,18.2,100.0,1013.5,18.09,75.0,1015.34,true
2026-04-29T01:10:00.000,4,Sul,17.91,74.4,1014.27,18.2,100.0,1013.5,true
2026-06-15T19:50:00.000,4,Sul,18.08,100.0,1013.52,18.05,74.5,1014.96,true
2026-06-15T21:30:00.000,4,Sul,18.07,74.3,1014.86,18.08,100.0,1013.52,true
2026-06-16T04:10:00.000,4,Sul,18.08,100.0,1014.9,18.15,75.1,1014.33,true
2026-06-16T05:50:00.000,4,Sul,18.08,74.1,1014.16,18.08,100.0,1014.9,true
2026-07-01T20:50:00.000,4,Sul,12.9,74.9,1014.36,18.07,75.0,1014.18,true
2026-07-01T22:30:00.000,4,Sul,17.85,74.5,1015.12,12.9,74.9,1014.36,true
2026-08-02T06:10:00.000,4,Sul,18.02,74.8,1013.97,18.05,74.7,1008.96,true
2026-08-10T04:10:00.000,4,Sul,18.06,100.0,1013.75,18.23,75.1,1014.32,true
2026-08-10T05:50:00.000,4,Sul,18.11,74.3,1014.5,18.06,100.0,1013.75,true
2026-08-16T16:50:00.000,4,Sul,18.04,74.9,1019.73,18.07,74.5,1014.39,true
2026-08-16T18:30:00.000,4,Sul,18.05,74.7,1013.2,18.04,74.9,1019.73,true
2026-08-31T11:50:00.000,4,Sul,18.09,75.0,1008.39,18.04,75.2,1014.97,true
2026-08-31T13:30:00.000,4,Sul,18.03,75.1,1013.85,18.09,75.0,1008.39,true
2026-10-10T18:30:00.000,4,Sul,13.04,74.1,1014.36,18.12,74.9,1014.28,true
2026-10-10T20:10:00.000,4,Sul,18.07,75.3,1014.99,13.04,74.1,1014.36,true
2026-11-12T04:50:00.000,4,Sul,18.29,0.0,1014.04,18.06,74.5,1014.35,true
2026-11-12T06:30:00.000,4,Sul,18.28,74.6,1014.55,18.29,0.0,1014.04,true
2026-11-14T13:30:00.000,4,Sul,23.15,74.3,1014.69,18.09,74.4,1013.85,true
2026-11-14T15:10:00.000,4,Sul,18.11,74.8,1014.94,23.15,74.3,1014.69,true
2026-11-23T14:10:00.000,4,Sul,18.06,0.0,1014.65,18.09,75.0,1015.4,true
2026-11-23T15:50:00.000,4,Sul,18.06,73.8,1014.43,18.06,0.0,1014.65,true
2026-12-01T00:30:00.000,4,Sul,13.17,74.4,1014.92,18.09,74.5,1014.67,true
2026-12-01T02:10:00.000,4,Sul,18.02,74.8,1014.66,13.17,74.4,1014.92,true
2026-12-05T21:10:00.000,4,Sul,18.21,74.2,1015.79,18.06,74.2,1008.25,true
2026-12-22T09:50:00.000,4,Sul,23.2,74.5,1014.66,18.04,74.8,1014.15,true
2026-12-22T11:30:00.000,4,Sul,18.07,74.8,1014.4,23.2,74.5,1014.66,true
2026-12-28T04:10:00.000,4,Sul,18.07,75.0,1015.31,18.14,75.4,1008.78,true
2027-01-08T10:10:00.000,4,Sul,18.16,100.0,1015.51,18.08,74.5,1014.84,true
2027-01-08T11:50:00.000,4,Sul,18.16,75.1,1014.15,18.16,100.0,1015.51,true
2027-01-18T20:10:00.000,4,Sul,18.12,100.0,1014.67,18.37,74.8,1014.93,true
2027-01-18T21:50:00.000,4,Sul,18.14,75.1,1014.27,18.12,100.0,1014.67,true
2027-01-21T11:30:00.000,4,Sul,23.24,74.7,1014.96,18.09,74.8,1013.51,true
2027-01-21T13:10:00.000,4,Sul,18.21,74.4,1014.58,23.24,74.7,1014.96,true
2027-03-22T03:10:00.000,4,Sul,13.05,75.0,1014.66,18.19,73.8,1015.09,true
2027-03-22T04:50:00.000,4,Sul,18.1,74.7,1014.42,13.05,75.0,1014.66,true
2027-04-09T19:30:00.000,4,Sul,18.03,0.0,1014.26,18.1,74.5,1013.18,true
2027-04-09T21:10:00.000,4,Sul,18.11,74.3,1014.39,18.03,0.0,1014.26,true
2027-04-11T16:30:00.000,4,Sul,17.96,75.2,1020.94,17.9,74.6,1014.88,true
2027-04-11T18:10:00.000,4,Sul,18.05,75.0,1014.6,17.96,75.2,1020.94,true
2027-05-06T21:30:00.000,4,Sul,23.08,75.2,1014.41,18.05,74.6,1013.68,true
2027-05-06T23:10:00.000,4,Sul,18.1,75.1,1014.75,23.08,75.2,1014.41,true
2027-05-17T04:10:00.000,4,Sul,13.02,75.0,1015.17,18.08,74.6,1014.68,true
2027-05-17T05:50:00.000,4,Sul,18.01,74.6,1014.07,13.02,75.0,1015.17,true
2027-06-15T13:10:00.000,4,Sul,17.91,74.7,1020.77,18.17,74.5,1014.3,true
2027-06-15T14:50:00.000,4,Sul,18.14,74.6,1014.92,17.91,74.7,1020.77,true
2027-07-10T13:10:00.000,4,Sul,17.98,74.9,1021.78,18.18,74.7,1014.2,true
2027-07-10T14:50:00.000,4,Sul,18.01,74.5,1015.14,17.98,74.9,1021.78,true
2027-07-15T18:10:00.000,4,Sul,18.04,100.0,1013.68,18.0,74.6,1013.8,true
2027-07-15T19:50:00.000,4,Sul,18.14,74.4,1014.34,18.04,100.0,1013.68,true
2027-07-18T21:10:00.000,4,Sul,13.07,74.4,1013.78,18.18,74.6,1014.28,true
2027-07-18T22:50:00.000,4,Sul,18.29,74.8,1015.47,13.07,74.4,1013.78,true
2027-07-19T23:50:00.000,4,Sul,18.15,0.0,1014.57,18.02,74.6,1014.97,true
2027-07-20T01:30:00.000,4,Sul,18.1,74.7,1014.47,18.15,0.0,1014.57,true
2027-07-23T16:10:00.000,4,Sul,18.09,0.0,1014.3,18.23,74.5,1014.93,true
2027-07-23T17:50:00.000,4,Sul,18.06,74.7,1013.64,18.09,0.0,1014.3,true
2027-08-10T20:50:00.000,4,Sul,13.09,74.6,1014.36,17.87,74.7,1014.22,true
2027-08-10T22:30:00.000,4,Sul,18.06,74.3,1014.09,13.09,74.6,1014.36,true
2027-08-14T03:10:00.000,4,Sul,23.07,74.2,1013.73,18.06,74.1,1015.03,true
2027-08-14T04:50:00.000,4,Sul,18.12,75.0,1015.36,23.07,74.2,1013.73,true
2027-08-29T13:10:00.000,4,Sul,23.19,74.5,1013.73,18.16,75.2,1015.19,true
2027-08-29T14:50:00.000,4,Sul,18.09,74.7,1014.54,23.19,74.5,1013.73,true
2027-09-01T09:30:00.000,4,Sul,18.06,74.6,1007.52,18.07,74.4,1014.07,true
2027-09-01T11:10:00.000,4,Sul,18.1,74.6,1014.3,18.06,74.6,1007.52,true
2027-09-08T21:30:00.000,4,Sul,18.02,74.4,1008.14,18.18,74.2,1014.89,true
2027-09-08T23:10:00.000,4,Sul,18.07,74.8,1014.25,18.02,74.4,1008.14,true
2027-09-16T21:10:00.000,4,Sul,18.26,100.0,1014.82,18.12,74.5,1013.68,true
2027-09-16T22:50:00.000,4,Sul,18.18,75.2,1014.05,18.26,100.0,1014.82,true
2027-11-25T17:50:00.000,4,Sul,18.22,100.0,1015.0,18.05,74.7,1014.55,true
2027-11-25T19:30:00.000,4,Sul,17.99,74.6,1014.77,18.22,100.0,1015.0,true
2027-12-11T08:50:00.000,4,Sul,23.11,74.6,1014.83,18.03,74.9,1014.23,true
2027-12-11T10:30:00.000,4,Sul,18.02,74.9,1015.42,23.11,74.6,1014.83,true
2027-12-14T08:30:00.000,4,Sul,18.05,100.0,1014.28,18.15,74.8,1013.65,true
2027-12-14T10:10:00.000,4,Sul,18.08,74.4,1014.64,18.05,100.0,1014.28,true
2027-12-31T20:30:00.000,4,Sul,18.15,74.8,1007.67,18.05,74.7,1014.3,true
2027-12-31T22:10:00.000,4,Sul,18.15,74.8,1014.72,18.15,74.8,1007.67,true
2028-01-02T20:50:00.000,4,Sul,23.1,74.5,1014.93,17.99,74.1,1014.08,true
2028-01-02T22:30:00.000,4,Sul,18.01,74.6,1015.61,23.1,74.5,1014.93,true
2028-01-17T19:10:00.000,4,Sul,23.02,74.9,1013.49,18.17,74.7,1014.19,true
2028-01-17T20:50:00.000,4,Sul,18.13,74.0,1013.98,23.02,74.9,1013.49,true
2028-02-15T06:30:00.000,4,Sul,17.95,75.1,1020.86,18.11,74.6,1014.69,true
2028-02-15T08:10:00.000,4,Sul,18.01,74.7,1014.42,17.95,75.1,1020.86,true
2028-02-24T20:30:00.000,4,Sul,18.08,74.4,1008.66,18.04,74.4,1014.13,true
2028-02-24T22:10:00.000,4,Sul,17.99,74.6,1014.41,18.08,74.4,1008.66,true
2028-03-31T08:10:00.000,4,Sul,18.06,74.3,1008.52,18.04,74.8,1015.02,true
2028-03-31T09:50:00.000,4,Sul,18.02,74.7,1014.28,18.06,74.3,1008.52,true
2028-04-15T09:50:00.000,4,Sul,18.01,74.2,1020.99,18.2,74.7,1014.69,true
2028-04-15T11:30:00.000,4,Sul,18.31,74.3,1014.77,18.01,74.2,1020.99,true
2028-07-25T22:30:00.000,4,Sul,18.11,0.0,1014.74,18.2,74.9,1015.08,true
2028-07-26T00:10:00.000,4,Sul,18.16,74.1,1014.7,18.11,0.0,1014.74,true
2028-08-10T21:50:00.000,4,Sul,18.17,100.0,1014.41,18.01,74.8,1014.78,true
2028-08-10T23:30:00.000,4,Sul,18.08,74.9,1013.78,18.17,100.0,1014.41,true
2028-08-13T03:10:00.000,4,Sul,22.96,74.7,1014.69,17.96,75.1,1014.01,true
2028-08-13T04:50:00.000,4,Sul,18.01,74.4,1014.78,22.96,74.7,1014.69,true
2028-10-27T06:30:00.000,4,Sul,18.12,0.0,1015.41,18.05,74.6,1014.47,true
2028-10-27T08:10:00.000,4,Sul,18.17,74.9,1014.23,18.12,0.0,1015.41,true
