timestamp,station_id,region,temperature,humidity,pressure,t_prev,h_prev,p_prev,is_anom
2025-07-11T17:27:00.000,1,Norte,29.41,100.0,1008.48,29.36,53.1,1008.4,true
2025-07-11T19:07:00.000,1,Norte,29.47,52.8,1008.87,29.41,100.0,1008.48,true
2025-07-26T12:27:00.000,1,Norte,34.31,52.6,1009.75,29.61,53.1,1008.98,true
2025-07-26T14:07:00.000,1,Norte,29.47,53.0,1009.0,34.31,52.6,1009.75,true
2025-07-27T01:47:00.000,1,Norte,29.46,0.0,1008.84,29.37,52.6,1009.76,true
2025-07-27T03:27:00.000,1,Norte,29.55,52.9,1009.45,29.46,0.0,1008.84,true
2025-08-28T00:27:00.000,1,Norte,29.43,100.0,1008.75,29.33,52.1,1010.13,true
2025-08-28T02:07:00.000,1,Norte,29.44,52.9,1008.86,29.43,100.0,1008.75,true
2025-09-29T19:07:00.000,1,Norte,29.45,0.0,1008.09,29.43,53.2,1009.71,true
2025-09-29T20:47:00.000,1,Norte,29.31,53.6,1009.04,29.45,0.0,1008.09,true
2025-10-01T21:07:00.000,1,Norte,34.36,53.1,1008.59,29.27,53.0,1009.04,true
2025-10-01T22:47:00.000,1,Norte,29.28,52.7,1008.47,34.36,53.1,1008.59,true
2025-10-04T20:47:00.000,1,Norte,29.45,52.5,1009.99,29.32,52.3,1003.31,true
2025-10-06T17:47:00.000,1,Norte,29.38,53.3,1014.51,29.42,52.9,1009.39,true
2025-10-06T19:27:00.000,1,Norte,29.48,52.8,1008.64,29.38,53.3,1014.51,true
2025-10-23T13:07:00.000,1,Norte,29.45,53.0,1004.02,29.42,52.8,1009.3,true
2025-10-31T21:07:00.000,1,Norte,29.4,52.3,1014.7,29.44,53.0,1009.41,true
2025-10-31T22:47:00.000,1,Norte,29.25,52.5,1009.17,29.4,52.3,1014.7,true
2025-11-02T18:07:00.000,1,Norte,34.34,52.7,1010.15,29.43,52.8,1008.98,true
2025-11-02T19:47:00.000,1,Norte,29.5,52.8,1009.38,34.34,52.7,1010.15,true
2025-11-06T08:47:00.000,1,Norte,29.36,53.2,1003.05,29.47,52.7,1009.03,true
2025-11-06T10:27:00.000,1,Norte,29.45,53.4,1008.4,29.36,53.2,1003.05,true
2025-11-09T10:07:00.000,1,Norte,29.43,0.0,1008.53,29.47,53.2,1008.83,true
2025-11-09T11:47:00.000,1,Norte,29.25,52.8,1008.79,29.43,0.0,1008.53,true
2025-12-15T16:07:00.000,1,Norte,34.31,52.9,1008.85,29.5,52.2,1009.48,true
2025-12-15T17:47:00.000,1,Norte,29.47,52.9,1009.7,34.31,52.9,1008.85,true
