timestamp,station_id,region,temperature,humidity,pressure,t_prev,h_prev,p_prev,is_anom
2025-07-14T20:26:00.000,0,Norte,28.46,63.3,1009.65,28.32,63.3,1015.36,true
2025-07-14T22:06:00.000,0,Norte,28.45,63.2,1016.02,28.46,63.3,1009.65,true
2025-07-18T17:46:00.000,0,Norte,28.52,0.0,1015.12,28.52,62.7,1015.46,true
2025-07-18T19:26:00.000,0,Norte,28.51,63.1,1015.83,28.52,0.0,1015.12,true
2025-07-27T10:06:00.000,0,Norte,28.47,100.0,1015.6,28.54,63.3,1014.71,true
2025-07-27T11:46:00.000,0,Norte,28.31,63.2,1015.68,28.47,100.0,1015.6,true
2025-08-17T09:26:00.000,0,Norte,23.59,63.0,1014.61,28.5,63.4,1015.55,true
2025-08-17T11:06:00.000,0,Norte,28.47,63.2,1015.76,23.59,63.0,1014.61,true
2025-08-18T12:06:00.000,0,Norte,28.42,0.0,1015.29,28.54,63.4,1015.41,true
2025-08-18T13:46:00.000,0,Norte,28.45,62.9,1014.94,28.42,0.0,1015.29,true
2025-09-13T01:26:00.000,0,Norte,33.5,62.5,1015.54,28.41,63.0,1014.38,true
2025-09-13T03:06:00.000,0,Norte,28.51,63.4,1015.15,33.5,62.5,1015.54,true
2025-09-25T08:26:00.000,0,Norte,28.5,0.0,1015.54,28.48,63.5,1015.02,true
2025-09-25T10:06:00.000,0,Norte,28.48,63.2,1013.84,28.5,0.0,1015.54,true
2025-10-01T09:26:00.000,0,Norte,33.52,63.2,1015.47,28.43,62.9,1014.9,true
2025-10-01T11:06:00.000,0,Norte,28.47,63.6,1015.22,33.52,63.2,1015.47,true
2025-10-02T05:26:00.000,0,Norte,23.37,63.5,1014.86,28.44,62.9,1015.05,true
2025-10-02T07:06:00.000,0,Norte,28.47,62.8,1014.62,23.37,63.5,1014.86,true
2025-10-04T04:06:00.000,0,Norte,28.39,0.0,1015.3,28.54,62.8,1015.19,true
2025-10-04T05:46:00.000,0,Norte,28.47,62.8,1015.16,28.39,0.0,1015.3,true
2025-10-28T09:46:00.000,0,Norte,33.3,63.2,1014.99,28.42,63.3,1015.72,true
2025-10-28T11:26:00.000,0,Norte,28.59,63.2,1014.77,33.3,63.2,1014.99,true
2025-11-06T20:26:00.000,0,Norte,33.43,63.1,1016.06,28.44,62.9,1015.22,true
2025-11-06T22:06:00.000,0,Norte,28.38,62.9,1014.42,33.43,63.1,1016.06,true
2025-12-03T09:06:00.000,0,Norte,28.41,63.7,1020.69,28.42,62.4,1014.98,true
2025-12-13T09:06:00.000,0,Norte,28.47,100.0,1015.6,28.51,62.9,1014.73,true
2025-12-13T10:46:00.000,0,Norte,28.37,63.4,1015.47,28.47,100.0,1015.6,true
2025-12-16T22:06:00.000,0,Norte,28.36,62.8,1009.38,28.49,63.4,1015.44,true
2025-12-16T23:46:00.000,0,Norte,28.53,63.5,1015.13,28.36,62.8,1009.38,true
2025-12-20T16:06:00.000,0,Norte,28.42,63.3,1013.97,28.48,63.3,1020.93,true
2026-01-01T04:46:00.000,0,Norte,28.44,0.0,1015.19,28.43,63.5,1014.18,true
2026-01-01T06:26:00.000,0,Norte,28.26,63.4,1015.02,28.44,0.0,1015.19,true
2026-01-12T05:46:00.000,0,Norte,28.35,0.0,1014.62,28.46,63.3,1015.0,true
2026-01-12T07:26:00.000,0,Norte,28.49,63.0,1016.32,28.35,0.0,1014.62,true
2026-01-16T13:06:00.000,0,Norte,33.32,63.3,1015.67,28.47,63.6,1016.51,true
2026-01-16T14:46:00.000,0,Norte,28.62,63.3,1015.46,33.32,63.3,1015.67,true
2026-01-29T21:06:00.000,0,Norte,28.48,63.0,1009.24,28.58,63.2,1014.31,true
2026-01-29T22:46:00.000,0,Norte,28.46,63.2,1015.79,28.48,63.0,1009.24,true
2026-02-02T18:26:00.000,0,Norte,28.3,63.0,1009.0,28.32,63.3,1015.18,true
2026-02-02T20:06:00.000,0,Norte,28.53,63.8,1015.43,28.3,63.0,1009.0,true
2026-02-03T07:46:00.000,0,Norte,28.58,0.0,1015.32,28.49,63.0,1015.71,true
2026-02-03T09:26:00.000,0,Norte,28.5,63.7,1014.21,28.58,0.0,1015.32,true
2026-02-03T12:46:00.000,0,Norte,28.39,0.0,1015.83,28.7,63.5,1014.63,true
2026-02-03T14:26:00.000,0,Norte,28.61,62.7,1016.11,28.39,0.0,1015.83,true
2026-03-01T13:46:00.000,0,Norte,28.63,63.2,1015.86,28.44,62.9,1009.87,true
2026-03-14T03:26:00.000,0,Norte,28.52,63.3,1009.28,28.41,63.2,1015.01,true
2026-03-14T05:06:00.000,0,Norte,28.19,63.4,1015.43,28.52,63.3,1009.28,true
2026-04-16T04:46:00.000,0,Norte,28.43,0.0,1014.67,28.6,62.7,1015.77,true
2026-04-16T06:26:00.000,0,Norte,28.3,62.8,1016.05,28.43,0.0,1014.67,true
2026-04-17T15:46:00.000,0,Norte,28.4,100.0,1015.79,28.52,63.7,1015.71,true
2026-04-17T17:26:00.000,0,Norte,28.65,63.2,1014.74,28.4,100.0,1015.79,true
2026-07-03T04:26:00.000,0,Norte,28.39,63.5,1009.27,28.28,63.1,1015.0,true
2026-07-03T06:06:00.000,0,Norte,28.28,63.6,1014.64,28.39,63.5,1009.27,true
2026-07-28T09:26:00.000,0,Norte,28.51,63.6,1009.16,28.55,63.4,1015.7,true
2026-07-28T11:06:00.000,0,Norte,28.55,63.1,1015.59,28.51,63.6,1009.16,true
2026-08-11T08:26:00.000,0,Norte,33.35,63.2,1014.78,28.31,63.1,1014.6,true
2026-08-11T10:06:00.000,0,Norte,28.44,63.7,1015.43,33.35,63.2,1014.78,true
2026-08-23T17:06:00.000,0,Norte,28.23,63.2,1021.35,28.41,63.1,1014.48,true
2026-08-23T18:46:00.000,0,Norte,28.62,63.3,1015.68,28.23,63.2,1021.35,true
2026-09-04T15:46:00.000,0,Norte,28.58,100.0,1014.9,28.31,63.5,1015.4,true
2026-09-04T17:26:00.000,0,Norte,28.57,63.2,1015.6,28.58,100.0,1014.9,true
2026-09-27T22:06:00.000,0,Norte,28.37,100.0,1015.23,28.51,62.9,1015.95,true
2026-09-27T23:46:00.000,0,Norte,28.57,63.0,1015.08,28.37,100.0,1015.23,true
2026-10-03T01:26:00.000,0,Norte,28.58,100.0,1015.43,28.46,63.4,1015.11,true
2026-10-03T03:06:00.000,0,Norte,28.5,63.7,1015.78,28.58,100.0,1015.43,true
2026-11-12T21:26:00.000,0,Norte,33.38,63.2,1015.43,28.53,63.3,1015.68,true
2026-11-12T23:06:00.000,0,Norte,28.36,63.7,1015.04,33.38,63.2,1015.43,true
2026-11-21T18:46:00.000,0,Norte,23.6,63.1,1016.22,28.29,63.5,1015.87,true
2026-11-21T20:26:00.000,0,Norte,28.54,62.9,1014.88,23.6,63.1,1016.22,true
2026-12-15T16:06:00.000,0,Norte,28.31,100.0,1015.41,28.37,63.2,1015.52,true
2026-12-15T17:46:00.000,0,Norte,28.32,63.7,1015.06,28.31,100.0,1015.41,true
2026-12-17T23:06:00.000,0,Norte,33.49,62.8,1015.85,28.29,63.4,1016.31,true
2026-12-18T00:46:00.000,0,Norte,28.72,63.7,1014.73,33.49,62.8,1015.85,true
2027-01-23T00:06:00.000,0,Norte,28.3,62.7,1021.27,28.5,63.3,1015.47,true
2027-01-23T01:46:00.000,0,Norte,28.78,63.5,1015.37,28.3,62.7,1021.27,true
2027-01-26T08:06:00.000,0,Norte,33.44,63.1,1014.8,28.49,62.3,1014.86,true
2027-01-26T09:46:00.000,0,Norte,28.51,63.9,1014.76,33.44,63.1,1014.8,true
2027-02-08T16:06:00.000,0,Norte,23.51,63.1,1014.28,28.52,63.4,1015.57,true
2027-02-08T17:46:00.000,0,Norte,28.53,63.2,1015.54,23.51,63.1,1014.28,true
2027-03-19T11:46:00.000,0,Norte,28.4,63.2,1020.9,28.36,63.4,1015.55,true
2027-03-19T13:26:00.000,0,Norte,28.58,62.9,1014.74,28.4,63.2,1020.9,true
2027-04-03T15:06:00.000,0,Norte,23.26,63.7,1015.64,28.27,62.6,1015.53,true
2027-04-03T16:46:00.000,0,Norte,28.35,63.1,1014.92,23.26,63.7,1015.64,true
2027-05-02T20:46:00.000,0,Norte,28.41,0.0,1015.26,28.43,63.1,1014.93,true
2027-05-02T22:26:00.000,0,Norte,28.37,63.3,1015.4,28.41,0.0,1015.26,true
2027-05-11T11:26:00.000,0,Norte,28.47,0.0,1015.68,28.42,62.7,1016.52,true
2027-05-11T13:06:00.000,0,Norte,28.49,63.0,1015.02,28.47,0.0,1015.68,true
2027-05-28T11:46:00.000,0,Norte,28.56,100.0,1014.83,28.37,63.2,1014.73,true
2027-05-28T13:26:00.000,0,Norte,28.68,63.4,1015.08,28.56,100.0,1014.83,true
2027-06-27T13:26:00.000,0,Norte,33.56,63.3,1015.3,28.62,62.9,1014.62,true
2027-06-27T15:06:00.000,0,Norte,28.48,63.3,1014.92,33.56,63.3,1015.3,true
2027-07-01T19:06:00.000,0,Norte,28.46,63.3,1021.33,28.38,63.0,1014.87,true
2027-07-01T20:46:00.000,0,Norte,28.39,63.1,1015.28,28.46,63.3,1021.33,true
2027-07-02T21:46:00.000,0,Norte,33.44,62.8,1014.93,28.55,63.1,1015.13,true
2027-07-02T23:26:00.000,0,Norte,28.33,63.5,1014.62,33.44,62.8,1014.93,true
2027-09-10T05:06:00.000,0,Norte,33.26,63.4,1015.52,28.4,62.7,1014.97,true
2027-09-10T06:46:00.000,0,Norte,28.42,63.1,1015.51,33.26,63.4,1015.52,true
2027-09-11T16:06:00.000,0,Norte,23.41,63.0,1014.77,28.4,63.2,1016.21,true
2027-09-11T17:46:00.000,0,Norte,28.38,63.0,1015.05,23.41,63.0,1014.77,true
2027-09-21T19:26:00.000,0,Norte,28.38,63.0,1021.64,28.42,63.1,1015.45,true
2027-09-21T21:06:00.000,0,Norte,28.58,63.2,1015.67,28.38,63.0,1021.64,true
2027-11-03T20:46:00.000,0,Norte,28.35,0.0,1014.68,28.34,62.9,1016.04,true
2027-11-03T22:26:00.000,0,Norte,28.4,62.9,1015.72,28.35,0.0,1014.68,true
2027-11-24T23:26:00.000,0,Norte,28.49,0.0,1014.43,28.47,62.9,1014.79,true
2027-11-25T01:06:00.000,0,Norte,28.49,63.0,1014.51,28.49,0.0,1014.43,true
2028-01-14T11:06:00.000,0,Norte,33.57,62.3,1015.27,28.42,62.8,1015.36,true
2028-01-14T12:46:00.000,0,Norte,28.41,63.5,1014.95,33.57,62.3,1015.27,true
2028-02-08T16:06:00.000,0,Norte,23.43,63.1,1015.17,28.25,62.9,1013.69,true
2028-02-08T17:46:00.000,0,Norte,28.3,63.5,1015.3,23.43,63.1,1015.17,true
2028-02-27T06:46:00.000,0,Norte,28.43,100.0,1015.02,28.39,63.2,1015.02,true
2028-02-27T08:26:00.000,0,Norte,28.42,63.1,1015.37,28.43,100.0,1015.02,true
2028-03-23T23:26:00.000,0,Norte,23.26,62.7,1015.68,28.57,63.2,1015.71,true
2028-03-24T01:06:00.000,0,Norte,28.61,63.0,1015.52,23.26,62.7,1015.68,true
2028-04-08T21:06:00.000,0,Norte,23.54,63.0,1015.76,28.38,63.9,1015.79,true
2028-04-08T22:46:00.000,0,Norte,28.53,62.8,1014.74,23.54,63.0,1015.76,true
2028-05-05T03:06:00.000,0,Norte,28.69,63.0,1021.35,28.49,63.2,1015.53,true
